"","X.3","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","year","est","lwr","upr","log_est","se","type"
"103",47,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2002,7555464.49869813,4022101.59256413,14192839.8568112,15.8377816340886,0.321672505643273,"index"
"104",48,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2004,13244199.8620223,7737950.3462481,22668642.4875084,16.3990702682952,0.274200380815064,"index"
"105",49,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2006,8573254.00515475,4693659.10580226,15659570.1946145,15.9641579157248,0.307370385941741,"index"
"106",50,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2010,12599236.8220647,7314040.93448882,21703565.7744189,16.3491468004099,0.277474652745183,"index"
"107",51,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2012,10648609.7989328,5907433.64002683,19194949.5431679,16.1809399062878,0.300626876885978,"index"
"108",52,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2014,20144949.571533,11343545.2991902,35775322.6646506,16.8184641733298,0.293018001271328,"index"
"109",53,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2016,11910359.0273691,6664762.89449555,21284575.9716361,16.2929190859123,0.296216743903974,"index"
"110",54,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2018,13331127.7453132,7729499.96661536,22992298.0437865,16.4056122906253,0.278095701668642,"index"
"111",55,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2022,14838126.6193297,8142557.03301825,27039417.7994048,16.5127105491451,0.306176916213007,"index"
"112",56,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1",2024,15699532.0620096,8893119.20873454,27715282.0265794,16.5691414649068,0.289981375328862,"index"
"113",1,1,1,1,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1991,8858936.68475595,7093052.78701434,11064454.4092769,15.9969373023719,0.113426023049844,"index"
"114",2,2,2,2,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1994,8550485.68535624,6994288.30338267,10452929.917133,15.9614986446044,0.102498938196261,"index"
"115",3,3,3,3,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1997,3890269.61182991,3045902.65569716,4968706.93632303,15.1739890221466,0.124839624721228,"index"
"116",4,4,4,4,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2000,4916846.80237528,3765757.9209573,6419791.97427603,15.4081779891821,0.136083257295629,"index"
"117",5,5,5,5,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2002,3588420.13901705,2735858.46174202,4706661.28170389,15.0932225909069,0.138403954603027,"index"
"118",6,6,6,6,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2004,4317303.03405645,3287595.2743406,5669525.57492392,15.2781414675932,0.139020172771666,"index"
"119",7,7,7,7,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2006,3228235.6914035,2384212.20649252,4371047.86682675,14.9874463203916,0.15462886399226,"index"
"120",8,8,8,8,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2010,3046658.32201798,2338629.82722434,3969044.96088555,14.9295559158147,0.134941328507063,"index"
"121",9,9,9,9,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2012,2953396.89286044,2233823.26389134,3904764.24332824,14.8984665549661,0.142472725847277,"index"
"122",10,10,10,10,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2014,4070410.44654684,3043046.38898575,5444623.27729412,15.2192543991515,0.148413301566841,"index"
"123",11,11,11,11,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2016,3043568.23604535,2312448.45252959,4005843.93452364,14.9285411469195,0.140167723368527,"index"
"124",12,12,12,12,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2018,3921875.2453322,2993514.68601618,5138142.63607937,15.1820804762912,0.137819747259673,"index"
"125",13,13,13,13,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2022,3122062.88875793,2344648.29166636,4157244.69891903,14.9540045235952,0.146103989395567,"index"
"126",14,14,14,14,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2024,2889280.50277386,2083230.60348879,4007209.6721932,14.8765180681148,0.166884518894995,"index"
"127",15,15,15,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1991,9400651.95772209,7699537.78420839,11477605.5013944,16.0562896020396,0.101848169975011,"index"
"128",16,16,16,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1994,8783318.94784236,7371761.55347152,10465163.7440981,15.9883649064654,0.0893882007467973,"index"
"129",17,17,17,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1997,3520438.49233165,2834402.56994203,4372521.85335966,15.074096111501,0.110590997579916,"index"
"130",18,18,18,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2000,5985605.17658692,4714009.43937422,7600211.62255886,15.6048680074157,0.12184848518159,"index"
"131",19,19,19,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2002,3918827.89250799,3084871.87509764,4978233.35065173,15.1813031600419,0.122085139851048,"index"
"132",20,20,20,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2004,4902755.76987819,3835247.53381956,6267395.76184153,15.4053080070081,0.125289787092076,"index"
"133",21,21,21,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2006,3553846.03346553,2711963.88092728,4657075.89927793,15.0835409647171,0.137939960702368,"index"
"134",22,22,22,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2010,2949528.3531006,2334879.72039264,3725981.01296687,14.8971558352289,0.119229180190536,"index"
"135",23,23,23,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2012,2742331.40948202,2134763.07242007,3522817.89796289,14.8243189959446,0.127784373865345,"index"
"136",24,24,24,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2014,3630014.82160474,2806555.17751299,4695082.32392809,15.1047472893194,0.131267164888608,"index"
"137",25,25,25,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2016,2832644.35376512,2210502.25735293,3629887.28386371,14.8567212339626,0.126528304843972,"index"
"138",26,26,26,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2018,4014515.61935569,3156201.86081134,5106243.63357668,15.2054272553343,0.122730487581607,"index"
"139",27,27,27,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2022,3127985.06308661,2426512.54406211,4032243.96215711,14.9558996054079,0.129560537839166,"index"
"140",28,28,28,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2024,2893146.27252298,2148274.22723751,3896288.12192056,14.8778551435246,0.151880214686947,"index"
"141",29,29,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1991,8858936.68475595,7093052.78701434,11064454.4092769,15.9969373023719,0.113426023049844,"index"
"142",30,30,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1994,8550485.68535624,6994288.30338267,10452929.917133,15.9614986446044,0.102498938196261,"index"
"143",31,31,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",1997,3890269.61182991,3045902.65569716,4968706.93632303,15.1739890221466,0.124839624721228,"index"
"144",32,32,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2000,4916846.80237528,3765757.9209573,6419791.97427603,15.4081779891821,0.136083257295629,"index"
"145",33,33,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2002,3588420.13901705,2735858.46174202,4706661.28170389,15.0932225909069,0.138403954603027,"index"
"146",34,34,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2004,4317303.03405645,3287595.2743406,5669525.57492392,15.2781414675932,0.139020172771666,"index"
"147",35,35,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2006,3228235.6914035,2384212.20649252,4371047.86682675,14.9874463203916,0.15462886399226,"index"
"148",36,36,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2010,3046658.32201798,2338629.82722434,3969044.96088555,14.9295559158147,0.134941328507063,"index"
"149",37,37,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2012,2953396.89286044,2233823.26389134,3904764.24332824,14.8984665549661,0.142472725847277,"index"
"150",38,38,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2014,4070410.44654684,3043046.38898575,5444623.27729412,15.2192543991515,0.148413301566841,"index"
"151",39,39,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2016,3043568.23604535,2312448.45252959,4005843.93452364,14.9285411469195,0.140167723368527,"index"
"152",40,40,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2018,3921875.2453322,2993514.68601618,5138142.63607937,15.1820804762912,0.137819747259673,"index"
"153",41,41,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2022,3122062.88875793,2344648.29166636,4157244.69891903,14.9540045235952,0.146103989395567,"index"
"154",42,42,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3",2024,2889280.50277386,2083230.60348879,4007209.6721932,14.8765180681148,0.166884518894995,"index"
"155",43,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1991,9400651.95772209,7699537.78420839,11477605.5013944,16.0562896020396,0.101848169975011,"index"
"156",44,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1994,8783318.94784236,7371761.55347152,10465163.7440981,15.9883649064654,0.0893882007467973,"index"
"157",45,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",1997,3520438.49233165,2834402.56994203,4372521.85335966,15.074096111501,0.110590997579916,"index"
"158",46,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2000,5985605.17658692,4714009.43937422,7600211.62255886,15.6048680074157,0.12184848518159,"index"
"159",47,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2002,3918827.89250799,3084871.87509764,4978233.35065173,15.1813031600419,0.122085139851048,"index"
"160",48,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2004,4902755.76987819,3835247.53381956,6267395.76184153,15.4053080070081,0.125289787092076,"index"
"161",49,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2006,3553846.03346553,2711963.88092728,4657075.89927793,15.0835409647171,0.137939960702368,"index"
"162",50,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2010,2949528.3531006,2334879.72039264,3725981.01296687,14.8971558352289,0.119229180190536,"index"
"163",51,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2012,2742331.40948202,2134763.07242007,3522817.89796289,14.8243189959446,0.127784373865345,"index"
"164",52,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2014,3630014.82160474,2806555.17751299,4695082.32392809,15.1047472893194,0.131267164888608,"index"
"165",53,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2016,2832644.35376512,2210502.25735293,3629887.28386371,14.8567212339626,0.126528304843972,"index"
"166",54,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2018,4014515.61935569,3156201.86081134,5106243.63357668,15.2054272553343,0.122730487581607,"index"
"167",55,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2022,3127985.06308661,2426512.54406211,4032243.96215711,14.9558996054079,0.129560537839166,"index"
"168",56,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1",2024,2893146.27252298,2148274.22723751,3896288.12192056,14.8778551435246,0.151880214686947,"index"
"169",1,1,1,1,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1991,27322446.2078901,18311309.6754362,40768032.4354117,17.1232191277467,0.204182163005643,"index"
"170",2,2,2,2,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1994,45623856.649756,30088324.0172682,69180865.4547477,17.6359413098216,0.212398577241377,"index"
"171",3,3,3,3,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1997,54151089.8297121,36883268.0434984,79503273.0366323,17.8072886573345,0.195932218522253,"index"
"172",4,4,4,4,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2000,38827626.7139631,26933997.7256609,55973294.8519015,17.4746425799317,0.186606835771329,"index"
"173",5,5,5,5,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2002,29488805.4332412,20017033.3543904,43442483.7329266,17.1995212724512,0.197670538199971,"index"
"174",6,6,6,6,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2004,44036727.7702557,31664477.5587225,61243182.9678939,17.6005345657471,0.168282958037066,"index"
"175",7,7,7,7,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2006,46319939.1186226,32033110.6404827,66978720.3632173,17.6510830768634,0.188167969633208,"index"
"176",8,8,8,8,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2010,60474219.7965062,42587333.8058914,85873684.3368725,17.9177277131205,0.17891159090574,"index"
"177",9,9,9,9,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2012,57594518.3533441,41864777.7130956,79234352.2539731,17.8689379536607,0.162749189363793,"index"
"178",10,10,10,10,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2014,62773805.8349436,45456282.164153,86688803.205968,17.955048439887,0.164690194291096,"index"
"179",11,11,11,11,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2016,69898410.9653057,51290116.7935534,95257881.2627863,18.0625534739743,0.157933941609023,"index"
"180",12,12,12,12,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2018,67440777.1040576,49310393.5504208,92237317.3061071,18.0267603944868,0.159755463692115,"index"
"181",13,13,13,13,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2022,56547677.2253587,40588786.4235554,78781360.1080623,17.8505946849765,0.1691828511307,"index"
"182",14,14,14,14,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2024,56124138.8676501,39189064.5827652,80377498.0896216,17.8430765607936,0.183252479387007,"index"
"183",15,15,15,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1991,19560318.54052,13394448.726041,28564524.6946788,16.789013507741,0.193198755598569,"index"
"184",16,16,16,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1994,38410255.4840061,26428305.7152146,55824529.2847994,17.4638350517971,0.190763133827197,"index"
"185",17,17,17,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1997,41538400.5525563,28875841.4562355,59753712.219251,17.5421288718808,0.185520247834038,"index"
"186",18,18,18,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2000,31129032.3407021,22191022.7349327,43667056.9916128,17.2536514574728,0.172683312751392,"index"
"187",19,19,19,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2002,26474842.9423137,18634326.6933828,37614308.2791972,17.0917055171325,0.179181638515498,"index"
"188",20,20,20,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2004,42476966.50069,31113580.090504,57990519.8261456,17.5644725222891,0.158838419503781,"index"
"189",21,21,21,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2006,48214532.2150409,34044494.4985854,68282438.9362519,17.6911710318167,0.177550274295614,"index"
"190",22,22,22,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2010,63650876.5675529,45269947.7998682,89495002.4181307,17.9689236545548,0.173865280645795,"index"
"191",23,23,23,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2012,57368736.0826404,42234505.3679172,77926137.669881,17.8650100453547,0.156258961961269,"index"
"192",24,24,24,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2014,56533021.2626471,40899309.8473241,78142699.8404969,17.8503354725205,0.165162078666626,"index"
"193",25,25,25,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2016,70396795.2319859,52035135.5100322,95237741.390694,18.0696582978192,0.154201081725524,"index"
"194",26,26,26,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2018,64280327.0919523,47351351.8390912,87261720.9554976,17.97876418737,0.15595095760134,"index"
"195",27,27,27,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2022,60914444.0236301,44605738.9779797,83185921.2676586,17.9249808806442,0.1589864904425,"index"
"196",28,28,28,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2024,49677327.7858562,34826500.1940369,70860892.774002,17.7210592056134,0.181212539432077,"index"
"197",29,29,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1991,27322446.2078901,18311309.6754362,40768032.4354117,17.1232191277467,0.204182163005643,"index"
"198",30,30,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1994,45623856.649756,30088324.0172682,69180865.4547477,17.6359413098216,0.212398577241377,"index"
"199",31,31,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",1997,54151089.8297121,36883268.0434984,79503273.0366323,17.8072886573345,0.195932218522253,"index"
"200",32,32,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2000,38827626.7139631,26933997.7256609,55973294.8519015,17.4746425799317,0.186606835771329,"index"
"201",33,33,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2002,29488805.4332412,20017033.3543904,43442483.7329266,17.1995212724512,0.197670538199971,"index"
"202",34,34,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2004,44036727.7702557,31664477.5587225,61243182.9678939,17.6005345657471,0.168282958037066,"index"
