"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","term","estimate","std.error","conf.low","conf.high","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"169",7,7,7,7,7,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2010",18.1820156451358,988.31431934822,-1918.87845568259,1955.24248697286,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA
"170",8,8,8,8,8,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2017",20.4249632315637,1891.56341649902,-3686.97120758006,3727.82113404318,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA
"171",9,9,9,9,9,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2019",19.1868095844454,983.888447227335,-1909.19911178617,1947.57273095506,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA
"172",10,10,10,10,10,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2021",18.4237583828809,817.280673526906,-1583.41692699049,1620.26444375625,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA
"173",11,11,11,11,11,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2022",18.7855346223871,1143.11850620299,-2221.68556759669,2259.25663684147,11,11,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA
"174",12,12,12,12,12,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1","factor(year)2023",17.4739315614103,727.800453980175,-1408.98874617163,1443.93660929445,12,12,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA
"175",13,13,13,13,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2010",17.2981814885219,1014.14876288826,-1970.39686873831,2004.99323171536,13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA
"176",14,14,14,14,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2017",17.0758599738631,810.134544330816,-1570.7586695463,1604.91038949403,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA
"177",15,15,15,15,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2019",17.0436559023988,1010.78001230388,-1964.04876450615,1998.13607631095,15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA
"178",16,16,16,16,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2021",17.0584882993568,816.264420219518,-1582.79037719237,1616.90735379108,16,16,16,16,16,16,16,16,16,NA,NA,NA,NA,NA,NA,NA
"179",17,17,17,17,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2022",17.1196197612962,259.240269704821,-490.981972202604,525.221211725196,17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA
"180",18,18,18,18,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1","factor(year)2023",17.146738090427,851.172769197204,-1651.12123415732,1685.41471033817,18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA
"181",19,19,19,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2010",17.7729814491324,2384.34633770325,-4655.45996711922,4691.00593001749,19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"182",20,20,20,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2017",17.8362734889847,1972.39971264455,-3847.99612641148,3883.66867338945,20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"183",21,21,21,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2019",17.8905717106578,1695.88166792358,-3305.97641946127,3341.75756288259,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"184",22,22,22,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2021",17.8832879924206,1734.08671444641,-3380.86421839193,3416.63079437677,22,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA
"185",23,23,23,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2022",17.8569542067187,1862.47760826125,-3632.53207999763,3668.24598841107,23,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA
"186",24,24,24,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2","factor(year)2023",17.825158998533,2035.52165533057,-3971.72397520073,4007.37429319779,24,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA
"187",25,25,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2010",17.508419779253,NA,NA,NA,25,25,25,25,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA
"188",26,26,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2017",17.7225161703541,NA,NA,NA,26,26,26,26,26,26,26,26,26,NA,NA,NA,NA,NA,NA,NA
"189",27,27,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2019",18.0248795608645,1458.14647003874,-2839.88968589928,2875.93944502101,27,27,27,27,27,27,27,27,27,NA,NA,NA,NA,NA,NA,NA
"190",28,28,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2021",17.8611133483251,1495.91943382401,-2914.08710072029,2949.80932741694,28,28,28,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA
"191",29,29,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2022",17.9218551651827,1158.06648821813,-2251.84675344513,2287.6904637755,29,29,29,29,29,29,29,29,29,NA,NA,NA,NA,NA,NA,NA
"192",30,30,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3","factor(year)2023",17.4823389552185,NA,NA,NA,30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA
"193",31,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2010",16.9709451817791,749.83443374858,-1452.67753933342,1486.61942969698,31,31,31,31,31,31,31,31,31,NA,NA,NA,NA,NA,NA,NA
"194",32,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2017",17.6193507976555,403.136438014064,-772.513548565674,807.752250160985,32,32,32,32,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA
"195",33,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2019",18.3325214255473,1112.20378652433,-2161.54684363121,2198.2118864823,33,33,33,33,33,33,33,33,33,NA,NA,NA,NA,NA,NA,NA
"196",34,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2021",17.9288827022592,469.681546151477,-902.630031957722,938.48779736224,34,34,34,34,34,34,34,34,34,NA,NA,NA,NA,NA,NA,NA
"197",35,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2022",17.3248592393915,714.707800345481,-1383.4766889076,1418.12640738638,35,35,35,35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA
"198",36,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1","factor(year)2023",16.9709396958827,568.721305863106,-1097.70233703639,1131.64421642816,36,36,36,36,36,36,36,36,36,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2010",17.0864514911298,1014.93521653497,-1972.15001955877,2006.32292254103,37,37,37,37,37,37,37,37,37,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2017",18.8880431821227,1994.54011177818,-3890.33874162361,3928.11482798785,38,38,38,38,38,38,38,38,38,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2019",18.454837269749,1339.55417244979,-2607.02309607219,2643.93277061169,39,39,39,39,39,39,39,39,39,NA,NA,NA,NA,NA,NA,NA
"202",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2021",18.4395826913214,873.910874706429,-1694.39425743117,1731.27342281382,40,40,40,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2022",17.989054014409,946.890729849498,-1837.88267378545,1873.86078181427,41,41,41,41,41,41,41,41,41,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2","factor(year)2023",17.8529910632528,1035.7952326529,-2012.26836029471,2047.97434242122,42,42,42,42,42,42,42,42,42,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2010",16.5313067025271,608.595594388242,-1176.29413944817,1209.35675285323,43,43,43,43,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2017",17.6502056737998,864.134505364594,-1676.02230263914,1711.32271398674,44,44,44,44,44,44,44,44,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2019",18.0314421921777,716.984908808726,-1387.23315653166,1423.29604091602,45,45,45,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2021",18.4499403718157,1277.22935757098,-2484.87360046453,2521.77348120817,46,46,46,46,46,46,46,46,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2022",17.6282062380024,990.802431184023,-1924.30887467741,1959.56528715341,47,47,47,47,47,47,47,47,NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3","factor(year)2023",16.575886119738,715.631295239053,-1386.03567875856,1419.18745099803,48,48,48,48,48,48,48,48,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2010",19.0503920183749,1309.62861883698,-2547.77453402503,2585.87531806178,49,49,49,49,49,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2017",18.980204417068,NA,NA,NA,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2019",19.2355363231521,849.412031834345,-1645.58145410715,1684.05252675346,51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2021",18.7600714906773,1219.61567697895,-2371.6427303685,2409.16287334986,52,52,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2022",19.8943788124964,1525.13542331114,-2969.31612242359,3009.10488004859,53,53,53,53,53,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1","factor(year)2023",18.3346969882376,1346.70638873456,-2621.16132268149,2657.83071665797,54,54,54,54,54,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2010",18.8671578378672,1718.00586117578,-3348.36245529538,3386.09677097111,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2017",18.6586952432235,1203.04605457319,-2339.26824346324,2376.58563394969,56,56,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2019",18.8987725523586,861.576570698072,-1669.76027593939,1707.55782104411,57,57,57,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2021",18.7664610269477,1302.53177316615,-2534.14890309779,2571.68182515169,58,58,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2022",19.1777055274713,1325.02786622982,-2577.82919079493,2616.18460184987,59,59,59,59,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2","factor(year)2023",18.9200026491165,1778.80909042121,-3467.4817499489,3505.32175524713,60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2010",18.2616183208418,1312.83505244587,-2554.84780211482,2591.3710387565,61,61,61,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2017",18.5395198637276,1193.89112474833,-2321.44408610502,2358.52312583247,62,62,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2019",17.7179885874474,786.713060829224,-1524.2112768051,1559.64725397999,63,63,63,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2021",18.6589588841569,1468.33317555856,-2859.22118251595,2896.53910028426,64,64,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2022",17.7724876070716,956.26905457643,-1856.4804188929,1892.02539410704,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3","factor(year)2023",18.4977331825157,1533.64487635218,-2987.39098954213,3024.38645590716,66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2010",17.9884172746658,953.700942035093,-1851.23108113604,1887.20791568537,67,67,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2017",18.8437843479476,722.845281986552,-1397.90693474039,1435.59450343629,68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2019",18.6670673865205,993.582203525715,-1928.71826720383,1966.05240197687,69,69,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2021",17.8104235455332,689.422209867284,-1333.43227793636,1369.05312502742,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2022",17.6018351933065,706.994534701739,-1368.08199008875,1403.28566047537,71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1","factor(year)2023",18.9000951088989,1588.59965016548,-3094.69800506838,3132.49819528617,72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2010",17.7739639094632,340.067104425105,-648.745313090564,684.29324090949,73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2017",18.4389939952642,811.140283224995,-1571.36674753535,1608.24473552587,74,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2019",18.7797446096963,503.092664078316,-967.263757870111,1004.8232470895,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2021",19.3578490440899,865.104666715775,-1676.21614057635,1714.93183866453,76,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2022",18.0264076278728,746.003282141507,-1444.11315771815,1480.1659729739,77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2","factor(year)2023",18.8979605338036,1619.48446407244,-3155.23326257033,3193.02918363794,78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","factor(year)2010",17.9671094788897,1053.68774363647,-2047.22291899987,2083.15713795765,79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","factor(year)2017",18.3561622802547,1021.71656541756,-1984.17150834612,2020.88383290663,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","factor(year)2019",19.5751612773513,1585.89650276481,-3088.72486734971,3127.87518990441,81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,NA,"NBS","northern rock sole","northern_rock_sole",10261,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3","factor(year)2021",18.8464526994875,1065.63385305149,-2069.75751998809,2107.45042538706,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
